Provider ID,name,type,specialty,street,city,state,zip,Phone Number
4089,DANVILLE REGIONAL MEDICAL CENTER,Private,Comprehensive,142 SOUTH MAIN STREET,DANVILLE,VA,24541,4347992100
4090,WASHAKIE MEDICAL CENTER,Public,Dental,400 SOUTH 15TH STREET,WORLAND,WY,82401,3073473221
4091,SIERRA MEDICAL CENTER,Private,Opthalmology,1625 MEDICAL CENTER DR,EL PASO,TX,79902,9157474000
4092,COCHRAN MEMORIAL HOSPITAL,Public,Othopedics,205 E GRANT STREET,MORTON,TX,79346,8062665565
4093,LEWISGALE HOSPITAL MONTGOMERY,Private,Cardiology,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060,5409511111
4094,NIX COMMUNITY GENERAL HOSPITAL,Public,Pharmacy,230 WEST MILLER STREET,DILLEY,TX,78017,2102712190
4095,YOAKUM COUNTY HOSPITAL,Private,Vaccine,412 MUSTANG AVENUE,DENVER CITY,TX,79323,8065922121
4096,BEAR RIVER VALLEY HOSPITAL,Public,Massage,905 NORTH 1000 WEST,TREMONTON,UT,84337,4352074500
4097,CABELL HUNTINGTON HOSPITAL INC,Private,Comprehensive,1340 HAL GREER BOULEVARD,HUNTINGTON,WV,25701,3045262192
4098,BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C,Public,Dental,900 EAST WHITESTONE BLVD,CEDAR PARK,TX,78613,5126844911
4099,MEMORIAL HOSPITAL,Private,Opthalmology,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,8306727581
4100,BAYLOR MEDICAL CENTER AT UPTOWN,Public,Othopedics,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,TX,75204,2144433000
4101,SIERRA PROVIDENCE EAST MEDICAL CENTER,Private,Cardiology,3280 JOE BATTLE BLVD,EL PASO,TX,79938,9158567349
4102,DAYTON GENERAL HOSPITAL,Public,Pharmacy,1012 SOUTH 3RD STREET,DAYTON,WA,99328,5093822531
4103,KADLEC REGIONAL MEDICAL CENTER,Private,Vaccine,888 SWIFT BLVD,RICHLAND,WA,99352,5099464611
4104,TEXAS SPINE AND JOINT HOSPITAL,Public,Massage,1814 ROSELAND BOULEVARD,TYLER,TX,75701,9035253300
4105,"STAFFORD HOSPITAL, LLC",Private,Comprehensive,101 HOSPITAL CENTER BOULEVARD,STAFFORD,VA,22554,5407419000
4106,KELL WEST REGIONAL HOSPITAL,Public,Dental,5402 KELL WEST BOULEVARD,WICHITA FALLS,TX,76310,9406925888
4107,MAYHILL HOSPITAL,Private,Opthalmology,2809 SOUTH MAYHILL ROAD,DENTON,TX,76208,9402393000
4108,OTTO KAISER MEMORIAL HOSPITAL,Public,Othopedics,3349 S HIGHWAY 181,KENEDY,TX,78119,8305833401
4109,UVALDE MEMORIAL HOSPITAL,Private,Cardiology,1025 GARNER FIELD ROAD,UVALDE,TX,78801,8302786251
4110,CHILDREN'S HOSP OF RICHMOND OF THE VCU HEALTH SYS,Public,Pharmacy,2924 BROOK ROAD,RICHMOND,VA,23220,8043217474
4111,CHRISTUS JASPER MEMORIAL HOSPITAL,Private,Vaccine,1275 MARVIN HANCOCK DRIVE,JASPER,TX,75951,4093845461
4112,OREM COMMUNITY HOSPITAL,Public,Massage,331 NORTH 400 WEST,OREM,UT,84057,8017143307
4113,AMERICAN FORK HOSPITAL,Private,Comprehensive,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,8018553305
4114,HOUSTON METHODIST WEST HOSPITAL,Public,Dental,18500 KATY FREEWAY,HOUSTON,TX,77094,8325221000
4115,REEDSBURG AREA MEDICAL CENTER,Private,Opthalmology,2000 N DEWEY AVE,REEDSBURG,WI,53959,6085246487
4116,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,Public,Othopedics,411 N BELKNAP ST,STEPHENVILLE,TX,76401,2549651500
4117,COLUMBIA ST MARYS HOSPITAL MILWAUKEE,Private,Cardiology,2323 N LAKE DR,MILWAUKEE,WI,53211,4142911000
4118,HENRICO DOCTORS' HOSPITAL,Public,Pharmacy,1602 SKIPWITH ROAD,RICHMOND,VA,23229,8042894500
4119,"COOK CHILDRENS NORTHEAST HOSPITAL, LLC",Private,Vaccine,6316 PRECINCT LINE RD,HURST,TX,76054,8176052500
4120,MULESHOE AREA MEDICAL CENTER,Public,Massage,708 S 1ST ST,MULESHOE,TX,79347,8062724524
4121,LONE PEAK HOSPITAL,Private,Comprehensive,11925 S STATE STREET,DRAPER,UT,84020,8015458000
4122,LITTLE RIVER HEALTHCARE CAMERON HOSPITAL,Public,Dental,806 N CROCKETT AVE,CAMERON,TX,76520,2546050025
4123,NIOBRARA HEALTH & LIFE CENTER,Private,Opthalmology,921 SOUTH BALLANCEE AVENUE,LUSK,WY,82225,3073344000
4124,BALLINGER MEMORIAL HOSPITAL,Public,Othopedics,608 AVENUE B,BALLINGER,TX,76821,3253652531
4125,HALQUIST MEMORIAL INPATIENT CENTER,Private,Cardiology,4715 NORTH 15 STREET,ARLINGTON,VA,22205,7035257070
4126,ST ELIZABETH HOSPITAL,Public,Pharmacy,1450 BATTERSBY AVENUE,ENUMCLAW,WA,98022,3608252505
4127,GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS,Private,Vaccine,400 WATER AVE,HILLSBORO,WI,54634,6084898000
4128,PEACEHEALTH PEACE ISLAND MEDICAL CENTER,Public,Massage,1117 SPRING STREET,FRIDAY HARBOR,WA,98250,3603782141
4129,MT ASCUTNEY HOSPITAL,Private,Comprehensive,289 COUNTY ROAD,WINDSOR,VT,5089,8026746711
4130,"CORPUS CHRISTI MEDICAL CENTER,THE",Public,Dental,7101 S PADRE ISLAND DR,CORPUS CHRISTI,TX,78412,3617611501
4131,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,Private,Opthalmology,6200 W PARKER RD,PLANO,TX,75093,9729818000
4132,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,Public,Othopedics,400 WEST INTERSTATE 635 SUITE 101,IRVING,TX,75063,9728684000
4133,TEXAS GENERAL HOSPITAL- VZRMC LP,Private,Cardiology,707 N WALDRIP ST,GRAND SALINE,TX,75140,9039625200
4134,THEDACARE MEDICAL CENTER - SHAWANO INC,Public,Pharmacy,100 COUNTY RD B,SHAWANO,WI,54166,7155262111
4135,QUAIL CREEK SURGICAL HOSPITAL,Private,Vaccine,6819 PLUM CREEK,AMARILLO,TX,79124,8063546100
4136,GRIMES ST JOSEPH HEALTH CENTER,Public,Massage,210 JUDSON ST,NAVASOTA,TX,77868,9368256585
4137,CROOK COUNTY HOSPITAL,Private,Comprehensive,713 OAK STREET,SUNDANCE,WY,82729,3072833501
4138,CLAY COUNTY MEMORIAL HOSPITAL,Public,Dental,310 W SOUTH STREET,HENRIETTA,TX,76365,9405385621
4139,LOGAN REGIONAL MEDICAL CENTER,Private,Opthalmology,20 HOSPITAL DRIVE,LOGAN,WV,25601,3048311101
4140,MINNIE HAMILTON HEALTH SYSTEM,Public,Othopedics,186 HOSPITAL DRIVE,GRANTSVILLE,WV,26147,3043549244
4141,EAST TEXAS MEDICAL CENTER QUITMAN,Private,Cardiology,117 WINNSBORO STREET,QUITMAN,TX,75783,9037634500
4142,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC,Public,Pharmacy,130 2ND ST,NEENAH,WI,54956,9207293100
4143,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,Private,Vaccine,1321 COLBY AVENUE,EVERETT,WA,98201,4252612000
4144,STOUGHTON HOSPITAL,Public,Massage,900 RIDGE ST,STOUGHTON,WI,53589,6088736611
4145,COLLINGSWORTH GENERAL HOSPITAL,Private,Comprehensive,1013 15TH ST,WELLINGTON,TX,79095,8064472521
4146,HOUSTON METHODIST HOSPITAL,Public,Dental,6565 FANNIN,HOUSTON,TX,77030,7137902221
4147,BAYLOR MEDICAL CENTER AT TROPHY CLUB,Private,Opthalmology,2850  E STATE HIGHWAY 114,TROPHY CLUB,TX,76262,8178374600
4148,DOCTORS HOSPITAL AT RENAISSANCE,Public,Othopedics,5501 SOUTH MCCOLL,EDINBURG,TX,78539,9563628677
4149,BLACK RIVER MEMORIAL HOSPITAL,Private,Cardiology,711 W ADAMS ST,BLACK RIVER FALLS,WI,54615,7152845361
4150,BAYLOR HEART AND VASCULAR HOSPITAL,Public,Pharmacy,621 NORTH HALL STREET,DALLAS,TX,75226,2148200670
4151,DICKENSON COMMUNITY HOSPITAL,Private,Vaccine,312 HOSPITAL DRIVE,CLINTWOOD,VA,24228,2769260300
4152,NORTH CYPRESS MEDICAL CENTER,Public,Massage,21214 NORTHWEST FREEWAY,CYPRESS,TX,77429,2818900203
4153,PROVIDENCE HOLY FAMILY HOSPITAL,Private,Comprehensive,5633 NORTH LIDGERWOOD,SPOKANE,WA,99208,5094822450
4154,MASON GENERAL HOSPITAL & FAMILY OF CLINICS,Public,Dental,901 MT VIEW DRIVE,SHELTON,WA,98584,3604261611
4155,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,Private,Opthalmology,601 E 15TH STREET,AUSTIN,TX,78701,5123247000
4156,RESTON HOSPITAL CENTER,Public,Othopedics,1850 TOWN CENTER PARKWAY,RESTON,VA,20190,7036899000
4157,JACKSON GENERAL HOSPITAL,Private,Cardiology,122 PINNELL ST,RIPLEY,WV,25271,3043722731
4158,ROANE GENERAL HOSPITAL,Public,Pharmacy,200 HOSPITAL DRIVE,SPENCER,WV,25276,3049274444
4159,BROWNWOOD REGIONAL MEDICAL CENTER,Private,Vaccine,1501 BURNET DR,BROWNWOOD,TX,76801,3256468541
4160,INOVA FAIRFAX HOSPITAL,Public,Massage,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,7037764001
4161,CHI ST LUKES HEALTH MEMORIAL LUFKIN,Private,Comprehensive,1201 WEST FRANK STREET,LUFKIN,TX,75901,9366348111
4162,RICE MEDICAL CENTER,Public,Dental,600 SOUTH AUSTIN ROAD,EAGLE LAKE,TX,77434,9792345571
4163,PARKVIEW REGIONAL HOSPITAL,Private,Opthalmology,600 SOUTH BONHAM STREET,MEXIA,TX,76667,2545625332
4164,SUGAR LAND SURGICAL HOSPITAL LLP,Public,Othopedics,16906 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,2812431000
4165,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,Private,Cardiology,1250 EAST MARSHALL STREET - BOX 980510,RICHMOND,VA,23298,8048280938
4166,SWEDISH MEDICAL CENTER,Public,Pharmacy,747 BROADWAY,SEATTLE,WA,98122,2063866000
4167,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,Private,Vaccine,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,7158383311
4168,MINISTRY DOOR COUNTY MEDICAL CENTER,Public,Massage,323 SOUTH 18TH AVENUE,STURGEON BAY,WI,54235,9207435566
4169,MOAB REGIONAL HOSPITAL,Private,Comprehensive,450 WEST WILLIAMS WAY,MOAB,UT,84532,4357193501
4170,NORTH CENTRAL SURGICAL CENTER LLP,Public,Dental,9301 NORTH CENTRAL EXPRESSWAY SUITE 100,DALLAS,TX,75231,2142652810
4171,PROVIDENCE SACRED HEART MEDICAL CENTER,Private,Opthalmology,101 WEST 8TH AVENUE,SPOKANE,WA,99204,5094743040
4172,MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,Public,Othopedics,300 KINGWOOD MEDICAL DRIVE,KINGWOOD,TX,77339,2813124000
4173,CONCHO COUNTY HOSPITAL,Private,Cardiology,614 EAKER STREET,EDEN,TX,76837,9158695911
4174,WISE HEALTH SYSTEM,Public,Pharmacy,3200 NORTH TARRANT PARKWAY,FORT WORTH,TX,76177,8175027300
4175,NORTHWEST TEXAS HOSPITAL,Private,Vaccine,1501 COULTER ROAD,AMARILLO,TX,79106,8063541110
4176,CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,Public,Massage,"500 WEST  4TH STREET , 4TH FLOOR",ODESSA,TX,79761,2176163297
4177,MOUNTAIN WEST MEDICAL CENTER,Private,Comprehensive,2055 NORTH MAIN STREET,TOOELE,UT,84074,4358433700
4178,SETON NORTHWEST HOSPITAL,Public,Dental,11113 RESEARCH BOULEVARD,AUSTIN,TX,78759,5123246000
4179,NORTHWEST HILLS SURGICAL HOSPITAL,Private,Opthalmology,6818 AUSTIN CTR BLVD SUITE 100,AUSTIN,TX,78731,5123461994
4180,AURORA WEST ALLIS MEDICAL CENTER,Public,Othopedics,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,4143286000
4181,SUNNYSIDE COMMUNITY HOSPITAL,Private,Cardiology,1016 TACOMA AVENUE,SUNNYSIDE,WA,98944,5098371500
4182,PECOS COUNTY MEMORIAL HOSPITAL,Public,Pharmacy,387 WEST I 10,FORT STOCKTON,TX,79735,4323364201
4183,SOUTH LINCOLN MEDICAL CENTER - CAH,Private,Vaccine,711 ONYX STREET,KEMMERER,WY,83101,3078774401
4184,ODESSA MEMORIAL HEALTHCARE CENTER,Public,Massage,502 E AMENDE DRIVE,ODESSA,WA,99159,5099822611
4185,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,Private,Comprehensive,900 ILLINOIS AVE,STEVENS POINT,WI,54481,7153465000
4186,CEDAR PARK REGIONAL MEDICAL CENTER,Public,Dental,1401 MEDICAL PARKWAY,CEDAR PARK,TX,78613,5125287000
4187,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,Private,Opthalmology,402 W LAKE ST,FRIENDSHIP,WI,53934,6083393331
4188,UNITYPOINT HEALTH - MERITER,Public,Othopedics,202 S PARK ST,MADISON,WI,53715,6084176000
4189,BECKLEY ARH HOSPITAL,Private,Cardiology,306 STANAFORD ROAD,BECKLEY,WV,25801,3042553456
4190,PLAINS MEMORIAL HOSPITAL,Public,Pharmacy,310 WEST HALSELL STREET,DIMMITT,TX,79027,8066472191
4191,OGDEN REGIONAL MEDICAL CENTER,Private,Vaccine,5475 SOUTH 500 EAST,OGDEN,UT,84405,8014792111
4192,SACRED HEART HOSPITAL,Public,Massage,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,7157174121
4193,CAMDEN CLARK MEDICAL CENTER,Private,Comprehensive,800 GARFIELD AVE,PARKERSBURG,WV,26101,3044242111
4194,HUDSON HOSPITAL,Public,Dental,405 STAGELINE ROAD,HUDSON,WI,54016,7155316000
4195,TOMBALL REGIONAL MEDICAL CENTER,Private,Opthalmology,605 HOLDERRIETH,TOMBALL,TX,77375,2813511623
4196,EVERGREENHEALTH MEDICAL CENTER,Public,Othopedics,12040 NE 128TH STREET,KIRKLAND,WA,98034,4258991000
4197,SCOTT & WHITE HOSPITAL-ROUND ROCK,Private,Cardiology,300 UNIVERSITY BLVD,ROUND ROCK,TX,78664,5125090100
4198,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,Public,Pharmacy,3150 HORIZON ROAD,ROCKWALL,TX,75032,4696981000
4199,LAKEVIEW HOSPITAL,Private,Vaccine,630 EAST MEDICAL DRIVE,BOUNTIFUL,UT,84010,8012992200
4200,RIVERSIDE SHORE MEMORIAL HOSPITAL,Public,Massage,20480 MARKET STREET,ONANCOCK,VA,23417,7574148000
4201,SHANNON MEDICAL CENTER,Private,Comprehensive,120 EAST HARRIS AVENUE,SAN ANGELO,TX,76903,3256536741
4202,CUMBERLAND MEMORIAL HOSPITAL,Public,Dental,1110 7TH AVENUE,CUMBERLAND,WI,54829,7158222741
4203,UNIVERSITY HEALTH SYSTEM,Private,Opthalmology,4502 MEDICAL DR,SAN ANTONIO,TX,78229,2103582637
4204,CLINCH VALLEY MEDICAL CENTER,Public,Othopedics,6801 GOVERNOR GC PERRY HIGHWAY,RICHLANDS,VA,24641,2765966000
4205,VIRGINIA MASON MEDICAL CENTER,Private,Cardiology,925 SENECA ST,SEATTLE,WA,98101,2062236600
4206,HAMILTON HOSPITAL,Public,Pharmacy,901 WEST HAMILTON,OLNEY,TX,76374,9405645521
4207,SEVIER VALLEY MEDICAL CENTER,Private,Vaccine,1000 NORTH MAIN STREET,RICHFIELD,UT,84701,4358934100
4208,SUMMERS COUNTY ARH HOSPITAL,Public,Massage,115 SUMMERS HOSPITAL ROAD,HINTON,WV,25951,3044661000
4209,CUMBERLAND SURGICAL HOSPITAL,Private,Comprehensive,5330 NORTH LOOP 1604 WEST,SAN ANTONIO,TX,78249,7176202424
4210,FERRY COUNTY MEMORIAL HOSPITAL,Public,Dental,36 KLONDIKE ROAD,REPUBLIC,WA,99166,5097753333
4211,NORTH VALLEY HOSPITAL,Private,Opthalmology,203 SOUTH WESTERN,TONASKET,WA,98855,5094862151
4212,CHARLESTON SURGICAL HOSPITAL,Public,Othopedics,1306 KANAWHA BOULEVARD EAST,CHARLESTON,WV,25301,3043434371
4213,MEDICAL ARTS HOSPITAL,Private,Cardiology,2200 N BRYAN AVE,LAMESA,TX,79331,8068722183
4214,ST CLARE HOSPITAL,Public,Pharmacy,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,98499,2535881711
4215,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,Private,Vaccine,7115 GREENVILLE AVENUE SUITE 100,DALLAS,TX,75231,2146475300
4216,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS HOSPITAL,Public,Massage,3237 S 16TH ST,MILWAUKEE,WI,53215,4146475000
4217,LAMB HEALTHCARE CENTER,Private,Comprehensive,1500 S SUNSET,LITTLEFIELD,TX,79339,8063856411
4218,ST LUKES LAKESIDE HOSPITAL,Public,Dental,17400 ST LUKES WAY,THE WOODLANDS,TX,77384,9362664055
4219,AURORA MEMORIAL HOSPITAL BURLINGTON,Private,Opthalmology,252 MCHENRY ST,BURLINGTON,WI,53105,2627676545
4220,HSHS ST CLARE MEMORIAL HOSPITAL,Public,Othopedics,855 S MAIN ST,OCONTO FALLS,WI,54154,9208463444
4221,CHEYENNE REGIONAL MEDICAL CENTER,Private,Cardiology,214 EAST 23RD STREET,CHEYENNE,WY,82001,3076337600
4222,HAMPSHIRE MEMORIAL HOSPITAL,Public,Pharmacy,363 SUNRISE BOULEVARD,ROMNEY,WV,26757,3048224561
4223,MUENSTER MEMORIAL HOSPITAL,Private,Vaccine,605 N MAPLE STREET,MUENSTER,TX,76252,9407592271
4224,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR,Public,Massage,2629 N 7TH ST,SHEBOYGAN,WI,53083,9204515000
4225,HOUSTON METHODIST SUGARLAND HOSPITAL,Private,Comprehensive,16655 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,2812748000
4226,COVENANT HOSPITAL PLAINVIEW,Public,Dental,2601 DIMMITT RD,PLAINVIEW,TX,79072,8062965531
4227,SETON MEDICAL CENTER HAYS,Private,Opthalmology,6001 KYLE PKWY,KYLE,TX,78640,5123245000
4228,TIMBERLANDS HOSPITAL,Public,Othopedics,1100 E LOOP 304,CROCKETT,TX,75835,9365463890
4229,WILLAPA HARBOR HOSPITAL,Private,Cardiology,800 ALDER STREET,SOUTH BEND,WA,98586,3608755526
4230,GIFFORD MEDICAL CENTER,Public,Pharmacy,44 SOUTH MAIN STREET,RANDOLPH,VT,5060,8027284441
4231,MOTHER FRANCES HOSPITAL JACKSONVILLE,Private,Vaccine,2026 S JACKSON STREET,JACKSONVILLE,TX,75766,9035414500
4232,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,Public,Massage,11937 US HIGHWAY 271,TYLER,TX,75708,9038777777
4233,CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,Private,Comprehensive,601 CHILDREN'S LANE,NORFOLK,VA,23507,7576689647
4234,WHEATON FRANCISCAN - ST JOSEPH,Public,Dental,5000 W CHAMBERS ST,MILWAUKEE,WI,53210,4144472000
4235,HOUSTON METHODIST ST JOHN HOSPITAL,Private,Opthalmology,18300 ST JOHN DRIVE,NASSAU BAY,TX,77058,2813335503
4236,PARK PLAZA HOSPITAL,Public,Othopedics,1313 HERMANN DR,HOUSTON,TX,77004,7135275019
4237,SAN ANGELO COMMUNITY MEDICAL CENTER,Private,Cardiology,3501 KNICKERBOCKER ROAD,SAN ANGELO,TX,76904,3259499511
4238,EL CAMPO MEMORIAL HOSPITAL,Public,Pharmacy,303 SANDY CORNER RD,EL CAMPO,TX,77437,9795785251
4239,WEIRTON MEDICAL CENTER,Private,Vaccine,601 COLLIERS WAY,WEIRTON,WV,26062,3047976000
4240,ETMC HENDERSON,Public,Massage,300 WILSON STREET,HENDERSON,TX,75652,9036577541
4241,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,Private,Comprehensive,727 NORTH MAIN STREET,EMPORIA,VA,23847,4343484400
4242,ST LUKE'S SUGAR LAND HOSPITAL,Public,Dental,1317 LAKE POINTE PARKWAY,SUGAR LAND,TX,77478,2816377000
4243,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT,Private,Opthalmology,600 EAST MAIN STREET,ELMA,WA,98541,3603462222
4244,NORTHWEST HOSPITAL,Public,Othopedics,1550 NORTH 115TH STREET,SEATTLE,WA,98133,2063681700
4245,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,Private,Cardiology,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,TX,75013,9727476197
4246,AURORA MEDICAL CTR MANITOWOC COUNTY,Public,Pharmacy,5000 MEMORIAL DRIVE,TWO RIVERS,WI,54241,9207945000
4247,MEMORIAL HERMANN KATY HOSPITAL,Private,Vaccine,23900 KATY FREEWAY,KATY,TX,77494,2813921111
4248,LONGVIEW REGIONAL MEDICAL CENTER,Public,Massage,2901 N FOURTH ST,LONGVIEW,TX,75605,9037581818
4249,GUNDERSEN LUTHERAN MEDICAL CENTER,Private,Comprehensive,1910 SOUTH AVE,LA CROSSE,WI,54601,6087827300
4250,WEST PARK HOSPITAL DISTRICT,Public,Dental,707 SHERIDAN AVENUE,CODY,WY,82414,3075782488
4251,PLAZA MEDICAL CENTER OF FORT WORTH,Private,Opthalmology,900 EIGHTH AVENUE,FORT WORTH,TX,76104,8173362100
4252,HOPEBRIDGE HOSPITAL,Public,Othopedics,5556 GASMER DRIVE,HOUSTON,TX,77035,7134222650
4253,CALUMET MEDICAL CENTER,Private,Cardiology,614 MEMORIAL DRIVE,CHILTON,WI,53014,9208492386
4254,MATAGORDA REGIONAL MEDICAL CENTER,Public,Pharmacy,104 7TH STREET,BAY CITY,TX,77414,9792456383
4255,DAVIS MEDICAL CENTER,Private,Vaccine,812 GORMAN AVENUE,ELKINS,WV,26241,3046363300
4256,LILLIAN M HUDSPETH MEMORIAL HOSPITAL,Public,Massage,308 HUDSPETH,SONORA,TX,76950,3253872521
4257,TOMAH MEMORIAL HOSPITAL,Private,Comprehensive,321 BUTTS AVE,TOMAH,WI,54660,6083722181
4258,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,Public,Dental,800 CLAY ST,DARLINGTON,WI,53530,6087764466
4259,GUNDERSEN TRI-COUNTY HOSPITAL AND CLINICS,Private,Opthalmology,18601 LINCOLN ST,WHITEHALL,WI,54773,7155384361
4260,PROSSER MEMORIAL HOSPITAL,Public,Othopedics,723 MEMORIAL STREET,PROSSER,WA,99350,5097862222
4261,BLUE MOUNTAIN HOSPITAL,Private,Cardiology,802 SOUTH 200 WEST,BLANDING,UT,84511,4356783993
4262,AUGUSTA HEALTH,Public,Pharmacy,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,5409324000
4263,COLEMAN COUNTY MEDICAL CENTER COMPANY,Private,Vaccine,310 SOUTH PECOS STREET,COLEMAN,TX,76834,3256252135
4264,CARILION FRANKLIN MEMORIAL HOSPITAL,Public,Massage,180 FLOYD AVENUE,ROCKY MOUNT,VA,24151,5404835277
4265,AURORA BAYCARE MEDICAL CTR,Private,Comprehensive,2845 GREENBRIER RD,GREEN BAY,WI,54311,9202888000
4266,BAPTIST EMERGENCY HOSPITAL,Public,Dental,16088 SAN PEDRO,SAN ANTONIO,TX,78232,2104024092
4267,COGDELL MEMORIAL HOSPITAL,Private,Opthalmology,1700 COGDELL BLVD,SNYDER,TX,79549,3255747437
4268,METHODIST MCKINNEY HOSPITAL,Public,Othopedics,8000 W ELDORADO PKWY,MCKINNEY,TX,75070,4694246400
4269,NORTH BIG HORN HOSPITAL DISTRICT,Private,Cardiology,1115 LANE 12,LOVELL,WY,82431,3075485200
4270,HUNTSVILLE MEMORIAL HOSPITAL,Public,Pharmacy,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE,TX,77340,9362913411
4271,MEMORIAL HOSPITAL,Private,Vaccine,224 E SECOND STREET,DUMAS,TX,79029,8069357171
4272,STAR VALLEY MEDICAL CENTER,Public,Massage,901 ADAMS STREET,AFTON,WY,83110,3078855800
4273,RESOLUTE HEALTH HOSPITAL,Private,Comprehensive,"555 CREEKSIDE XING,",NEW BRAUNFELS,TX,78130,4698396778
4274,PALESTINE REGIONAL MEDICAL CENTER,Public,Dental,2900 S LOOP 256,PALESTINE,TX,75801,9037311000
4275,SOUTHWESTERN VERMONT MEDICAL CENTER,Private,Opthalmology,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,8024426361
4276,MULTICARE GOOD SAMARITAN HOSPITAL,Public,Othopedics,401 15TH AVENUE SE,PUYALLUP,WA,98372,2536972102
4277,SENTARA OBICI HOSPITAL,Private,Cardiology,2800 GODWIN BOULEVARD,SUFFOLK,VA,23439,7579344000
4278,EAST TEXAS MEDICAL CENTER PITTSBURG,Public,Pharmacy,2701 US HWY 271 N,PITTSBURG,TX,75686,9038564520
4279,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,Private,Vaccine,1612 SOUTH HENDERSON BLVD,KILGORE,TX,75662,9039843505
4280,MEMORIAL HOSPITAL OF CARBON COUNTY,Public,Massage,2221 WEST ELM STREET,RAWLINS,WY,82301,3073242221
4281,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,Private,Comprehensive,8200 WALNUT HILL LANE,DALLAS,TX,75231,2143456789
4282,OLYMPIC MEDICAL CENTER,Public,Dental,939 CAROLINE ST,PORT ANGELES,WA,98362,3604177000
4283,MEDICAL CITY ALLIANCE,Private,Opthalmology,3101 NORTH TARRANT PARKWAY,FORT WORTH,TX,76177,8176391100
4284,CUMBERLAND HOSPITAL LLC,Public,Othopedics,9407 CUMBERLAND ROAD,NEW KENT,VA,23124,8049662242
4285,MINISTRY SAINT MARYS HOSPITAL,Private,Cardiology,2251 NORTH SHORE DR,RHINELANDER,WI,54501,7153612000
4286,CENTRAL VALLEY MEDICAL CENTER - CAH,Public,Pharmacy,48 WEST 1500 NORTH,NEPHI,UT,84648,4356233000
4287,WINCHESTER MEDICAL CENTER,Private,Vaccine,1840 AMHERST ST,WINCHESTER,VA,22601,5405368000
4288,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,Public,Massage,4400 LONG PRAIRIE ROAD,FLOWER MOUND,TX,75028,9724191530
4289,MEMORIAL HERMANN SUGAR LAND HOSPITAL,Private,Comprehensive,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,2814994800
4290,HAMLIN MEMORIAL HOSPITAL,Public,Dental,632 N W SECOND STREET,HAMLIN,TX,79520,3255763646
4291,THEDACARE MEDICAL CENTER - WILD ROSE INC,Private,Opthalmology,601 GROVE AVE,WILD ROSE,WI,54984,9206223257
4292,THE HEART HOSPITAL BAYLOR DENTON,Public,Othopedics,2801 SOUTH MAYHILL ROAD,DENTON,TX,76208,9402200600
4293,BELLIN HEALTH OCONTO HOSPITAL,Private,Cardiology,820 ARBUTUS AVE,OCONTO,WI,54153,9208351101
4294,AURORA ST LUKES MEDICAL CENTER,Public,Pharmacy,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,4146496000
